﻿Filiale;site;n° parc GT;Categorie vehicule;Souscategorie vehicule;Poids;Date mise en service;Mode acquisition;Marque;Modele;Fournisseur;Immatriculation;Date 1ere immatriculation;Num serie;Commentaires;Ptac;Ptr;Puissance fiscale;Genre;;;;;;
GT LOGISTICS.03;LIDL;495494;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;10/09/2013;Location longue durée;BT;RRE160;TOYOTA MATERIAL HANDLING;;10/09/2013;6268410;;;;;;;;;;;
GT LOGISTICS.03;LIDL;495495;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;10/09/2013;Location longue durée;BT;RRE160;TOYOTA MATERIAL HANDLING;;10/09/2013;6268411;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;495536;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;01/11/2013;Location longue durée;BT;LPE240;TOYOTA MATERIAL HANDLING;;01/11/2013;6271227;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;495537;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;01/11/2013;Location longue durée;BT;LPE240;TOYOTA MATERIAL HANDLING;;01/11/2013;6271228;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;495538;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;01/11/2013;Location longue durée;BT;RRE160;TOYOTA MATERIAL HANDLING;;01/11/2013;6272496;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;495539;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;01/11/2013;Location longue durée;BT;RRE160;TOYOTA MATERIAL HANDLING;;01/11/2013;6272739;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;495540;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;01/11/2013;Location longue durée;BT;RRE160;TOYOTA MATERIAL HANDLING;;01/11/2013;6272740;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;495541;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;01/11/2013;Location longue durée;BT;RRE160;TOYOTA MATERIAL HANDLING;;01/11/2013;6272741;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;495542;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;01/12/2013;Location longue durée;BT;OSE100 BALEA;TOYOTA MATERIAL HANDLING;;01/12/2013;6278909;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;495543;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;01/12/2013;Location longue durée;BT;OSE100 BALEA;TOYOTA MATERIAL HANDLING;;01/12/2013;6279153;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;495544;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;01/12/2013;Location longue durée;BT;OSE100 BALEA;TOYOTA MATERIAL HANDLING;;01/12/2013;6280083;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;495545;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;01/12/2013;Location longue durée;BT;OSE100 BALEA;TOYOTA MATERIAL HANDLING;;01/12/2013;6280340;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;495546;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;01/12/2013;Location longue durée;BT;OSE100 BALEA;TOYOTA MATERIAL HANDLING;;01/12/2013;6281171;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;495547;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;01/12/2013;Location longue durée;BT;OSE100 BALEA;TOYOTA MATERIAL HANDLING;;01/12/2013;6281355;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;495548;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;01/12/2013;Location longue durée;BT;OSE100 BALEA;TOYOTA MATERIAL HANDLING;;01/12/2013;6282146;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;495549;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;01/12/2013;Location longue durée;BT;OSE100 BALEA;TOYOTA MATERIAL HANDLING;;01/12/2013;6282373;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;495550;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;01/11/2013;Location longue durée;BT;OME100 H;TOYOTA MATERIAL HANDLING;;01/11/2013;6273059;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;495551;ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR AUTOPORTE;;01/12/2013;Location longue durée;BT;SPE200;TOYOTA MATERIAL HANDLING;;01/12/2013;6274925;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;495552;ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR AUTOPORTE;;01/11/2013;Location longue durée;BT;SPE200;TOYOTA MATERIAL HANDLING;;01/12/2013;6274920;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;495553;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR ACCOMPAGNANT;;01/12/2013;Location longue durée;BT;LWE160;TOYOTA MATERIAL HANDLING;;01/12/2013;6272448;;;;;;;;;;;
GT LOGISTICS.02;NTN SAINT VULBAS;495556;CHARIOT FRONTAL;CHARIOT ELEVATEUR 2.5T<à<5T;;07/04/2014;Location longue durée;BT;8FBMT35;TOYOTA MATERIAL HANDLING;;01/04/2014;8FBMT35-10241;;;;;;;;;;;
GT LOGISTICS.02;NTN SAINT VULBAS;495559;ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR AUTOPORTE;;02/12/2013;Location longue durée;BT;SPE200;TOYOTA MATERIAL HANDLING;;01/12/2013;6274921;;;;;;;;;;;
GT LOGISTICS.02;NTN SAINT VULBAS;495561;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;01/12/2013;Location longue durée;BT;RRE160;TOYOTA MATERIAL HANDLING;;01/12/2013;6271062;;;;;;;;;;;
GT LOGISTICS.02;NTN SAINT VULBAS;495562;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;02/12/2013;Location longue durée;BT;RRE160;TOYOTA MATERIAL HANDLING;;01/12/2013;6271063;;;;;;;;;;;
GT LOGISTICS.02;NTN SAINT VULBAS;495564;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;02/12/2013;Location longue durée;BT;RRE160;TOYOTA MATERIAL HANDLING;;01/12/2013;6271318;;;;;;;;;;;
GT LOGISTICS.02;NTN SAINT VULBAS;495566;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;02/12/2013;Location longue durée;BT;RRE160;TOYOTA MATERIAL HANDLING;;01/12/2013;6271319;;;;;;;;;;;
GT LOGISTICS.02;NTN SAINT VULBAS;495567;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;02/12/2013;Location longue durée;BT;RRE160;TOYOTA MATERIAL HANDLING;;01/12/2013;6271320;;;;;;;;;;;
GT LOGISTICS.02;NTN SAINT VULBAS;495568;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;01/12/2013;Location longue durée;BT;OSE100;TOYOTA MATERIAL HANDLING;;01/12/2013;6276956;;;;;;;;;;;
GT LOGISTICS.02;NTN SAINT VULBAS;495569;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;01/12/2013;Location longue durée;BT;OSE100;TOYOTA MATERIAL HANDLING;;01/12/2013;6277211;;;;;;;;;;;
GT LOGISTICS.02;NTN SAINT VULBAS;495570;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;01/12/2013;Location longue durée;BT;OSE100;TOYOTA MATERIAL HANDLING;;01/12/2013;6277402;;;;;;;;;;;
GT LOGISTICS.02;NTN SAINT VULBAS;495571;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;01/12/2013;Location longue durée;BT;OSE100;TOYOTA MATERIAL HANDLING;;01/12/2013;6277778;;;;;;;;;;;
GT LOGISTICS.02;NTN SAINT VULBAS;495572;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;01/12/2013;Location longue durée;BT;OSE100;TOYOTA MATERIAL HANDLING;;01/12/2013;6278252;;;;;;;;;;;
GT LOGISTICS.02;NTN SAINT VULBAS;495573;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;01/12/2013;Location longue durée;BT;OSE100;TOYOTA MATERIAL HANDLING;;01/12/2013;6279147;;;;;;;;;;;
GT LOGISTICS.02;NTN SAINT VULBAS;495574;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;01/12/2013;Location longue durée;BT;OSE100;TOYOTA MATERIAL HANDLING;;01/12/2013;6279148;;;;;;;;;;;
GT LOGISTICS.02;NTN SAINT VULBAS;495575;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;01/12/2013;Location longue durée;BT;OSE100;TOYOTA MATERIAL HANDLING;;01/12/2013;6279635;;;;;;;;;;;
GT LOGISTICS.02;NTN SAINT VULBAS;495576;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;01/12/2013;Location longue durée;BT;OSE100;TOYOTA MATERIAL HANDLING;;01/12/2013;6279636;;;;;;;;;;;
GT LOGISTICS.02;NTN SAINT VULBAS;495577;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;01/12/2013;Location longue durée;BT;OSE100;TOYOTA MATERIAL HANDLING;;01/12/2013;6279892;;;;;;;;;;;
GT LOGISTICS.02;NTN SAINT VULBAS;495578;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;01/12/2013;Location longue durée;BT;OSE100;TOYOTA MATERIAL HANDLING;;01/12/2013;6280336;;;;;;;;;;;
GT LOGISTICS.02;NTN SAINT VULBAS;495579;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;01/12/2013;Location longue durée;BT;OSE100;TOYOTA MATERIAL HANDLING;;01/12/2013;6280546;;;;;;;;;;;
GT LOGISTICS.02;NTN SAINT VULBAS;495580;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;01/12/2013;Location longue durée;BT;OME100 H;TOYOTA MATERIAL HANDLING;;01/12/2013;6273057;;;;;;;;;;;
GT LOGISTICS.02;NTN SAINT VULBAS;495581;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;01/12/2013;Location longue durée;BT;LPE240;TOYOTA MATERIAL HANDLING;;01/12/2013;6270835;;;;;;;;;;;
GT LOGISTICS.02;NTN SAINT VULBAS;495582;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;01/12/2013;Location longue durée;BT;LPE240;TOYOTA MATERIAL HANDLING;;01/12/2013;6270836;;;;;;;;;;;
GT LOGISTICS.02;NTN SAINT VULBAS;495583;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR ACCOMPAGNANT;;01/12/2013;Location longue durée;BT;LWE160;TOYOTA MATERIAL HANDLING;;01/12/2013;6272459;;;;;;;;;;;
GT LOGISTICS.02;NTN SAINT VULBAS;495584;ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;;01/12/2013;Location longue durée;BT;SWE080;TOYOTA MATERIAL HANDLING;;01/12/2013;6009741;;;;;;;;;;;
GT LOGISTICS.03;LIDL;495686;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;10/01/2014;Location longue durée;BT;RRE160;TOYOTA MATERIAL HANDLING;;10/01/2014;6286357;;;;;;;;;;;
GT LOGISTICS.03;LIDL;495687;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;10/01/2014;Location longue durée;BT;RRE160;TOYOTA MATERIAL HANDLING;;10/01/2014;6286356;;;;;;;;;;;
GT LOGISTICS.03;LIDL;495689;ENGIN BTP;NACELLE;;10/01/2014;Location longue durée;BT;NACELLE;TOYOTA MATERIAL HANDLING;;10/01/2014;6266468;;;;;;;;;;;
GT LOGISTICS.03;LIDL;495690;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;01/01/2017;Location longue durée;BT;LPE240;TOYOTA MATERIAL HANDLING;;06/08/2016;6286544;;;;;;;;;;;
GT LOGISTICS.03;LIDL;495691;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;01/01/2017;Location longue durée;BT;LPE240;TOYOTA MATERIAL HANDLING;;06/08/2016;6286545;;;;;;;;;;;
GT LOGISTICS.03;LIDL;495692;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;01/01/2017;Location longue durée;BT;LPE240;TOYOTA MATERIAL HANDLING;;06/08/2016;6286546;;;;;;;;;;;
GT LOGISTICS.02;NTN SAINT VULBAS;495723;ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR AUTOPORTE;;14/02/2014;Location longue durée;BT;SPE200;TOYOTA MATERIAL HANDLING;;14/02/2014;6290439;;;;;;;;;;;
GT LOGISTICS.02;Cadeaux naissance;495725;CHARIOT FRONTAL;CHARIOT ELEVATEUR >16T;;01/04/2014;Location longue durée;JUNGHEINRICH;EFG215;JUNGHEINRICH.;;01/03/2012;FN446127;;;;;;;;;;;
GT LOGISTICS.02;Cadeaux naissance;495726;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;01/04/2014;Location longue durée;JUNGHEINRICH;ETV112;JUNGHEINRICH.;;01/03/2012;91080933;;;;;;;;;;;
GT LOGISTICS.01;PAPETERIE EMIN LEYDIER;495778;ENGIN BTP;CHARGEUSE;;01/05/2014;Location longue durée;VOLVO;LG30;TOYOTA MATERIAL HANDLING;;24/09/2014;VCEL30G0V03120024;;;;;;;;;;;
GT LOGISTICS.03;LIDL;495817;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;04/07/2014;Location longue durée;BT;OSE250;TOYOTA MATERIAL HANDLING;;04/07/2014;6286245;;;;;;;;;;;
GT LOGISTICS.01;PAPETERIE EMIN LEYDIER;495819;CHARIOT FRONTAL;CHARIOT ELEVATEUR 9T<à<16T;;01/07/2014;Location longue durée;HYSTER;H14XM-6;TOYOTA MATERIAL HANDLING;;01/07/2014;J019E02264M;;;;;;;;;;;
GT LOGISTICS.01;PAPETERIE EMIN LEYDIER;495820;CHARIOT FRONTAL;CHARIOT ELEVATEUR 9T<à<16T;;01/07/2014;Location longue durée;HYSTER;H14XM-6;TOYOTA MATERIAL HANDLING;;01/07/2014;J019E02263M;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;495934;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;11/09/2014;Location longue durée;BT;OSE100;TOYOTA MATERIAL HANDLING;;10/09/2014;6315341;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;495935;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;11/09/2014;Location longue durée;BT;OSE100;TOYOTA MATERIAL HANDLING;;10/09/2014;6315342;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;495936;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;11/09/2014;Location longue durée;BT;OSE100;TOYOTA MATERIAL HANDLING;;10/09/2014;6315605;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;495937;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;11/09/2014;Location longue durée;BT;OSE100;TOYOTA MATERIAL HANDLING;;10/09/2014;6315606;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL FOIX;495954;CHARIOT FRONTAL;CHARIOT ELEVATEUR <2.5T;;01/10/2014;Location longue durée;BT;C3E150;;;01/10/2014;367308CE;;;;;;;;;;;
GT LOGISTICS.03;LIDL;496086;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;01/01/2017;Location longue durée;BT;LPE240;TOYOTA MATERIAL HANDLING;;06/08/2016;6286547;;;;;;;;;;;
GT LOGISTICS.03;LIDL;496087;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;01/01/2017;Location longue durée;BT;LPE240;TOYOTA MATERIAL HANDLING;;06/08/2016;6286548;;;;;;;;;;;
GT LOGISTICS.03;LIDL;496088;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;01/01/2017;Location longue durée;BT;LPE240;TOYOTA MATERIAL HANDLING;;06/08/2016;6286549;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;496205;ENGIN BTP;PELLE;;01/12/2014;Location longue durée;JCB;JS200;JEAN BART LOCATION;;01/12/2014;809243;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;496207;ENGIN BTP;MINI-PELLE;;01/11/2014;Location longue durée;HANIX;A RENSEIGNER;JEAN BART LOCATION;;01/11/2014;H7530177;;;;;;;;;;;
GT LOGISTICS.02;NTN SAINT VULBAS;496514;ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;;01/11/2015;Location longue durée;BT;SWE080L;TOYOTA MATERIAL HANDLING;;01/01/2015;6380715;;;;;;;;;;;
GT LOGISTICS.02;NTN SAINT VULBAS;496515;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;06/10/2015;Location longue durée;BT;OSE100;TOYOTA MATERIAL HANDLING;;01/01/2015;6383776;;;;;;;;;;;
GT LOGISTICS.02;NTN SAINT VULBAS;496516;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;06/10/2015;Location longue durée;BT;OSE100;TOYOTA MATERIAL HANDLING;;01/01/2015;6383777;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL FOIX;496534;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;13/01/2016;Location longue durée;BT;RRE140;;;01/10/2015;6399238;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL FOIX;496535;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR ACCOMPAGNANT;;13/01/2016;Location longue durée;BT;LSE200;;;01/10/2014;6398247;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL FOIX;496536;ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;;13/01/2016;Location longue durée;BT;SWE080L;;;01/10/2015;6401895;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL FOIX;496548;ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;;25/02/2016;Location longue durée;BT;SWE120;;;01/01/2016;6405260;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL FOIX;496549;CHARIOT FRONTAL;CHARIOT ELEVATEUR <2.5T;;25/02/2016;Location longue durée;TOYOTA;8FBE15T;;;01/01/2016;10060;;;;;;;;;;;
GT LOGISTICS.02;PSA Sochaux;496552;CHARIOT FRONTAL;CHARIOT ELEVATEUR 2.5T<à<5T;;12/02/2016;Mise à disposition;FENWICK;E25;APROLIS FINANCE;;12/02/2016;5293;;;;;;;;;;;
GT LOGISTICS.02;PSA Sochaux;496555;CHARIOT FRONTAL;CHARIOT ELEVATEUR 2.5T<à<5T;;12/02/2016;Mise à disposition;CATERPILLAR;EP50;APROLIS FINANCE;;12/02/2016;6064;;;;;;;;;;;
GT LOGISTICS.02;PSA Sochaux;496556;CHARIOT FRONTAL;CHARIOT ELEVATEUR 2.5T<à<5T;;12/02/2016;Mise à disposition;CATERPILLAR;EP50;APROLIS FINANCE;;12/02/2016;6139;;;;;;;;;;;
GT LOGISTICS.02;PSA Sochaux;496557;CHARIOT FRONTAL;CHARIOT ELEVATEUR 2.5T<à<5T;;12/02/2016;Mise à disposition;CATERPILLAR;EP50;APROLIS FINANCE;;12/02/2016;6240;;;;;;;;;;;
GT LOGISTICS.02;Cadeaux naissance;496758;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;01/02/2016;Location longue durée;STILL;FMX 12;GT LOGISTICS;;01/02/2016;511901F00127;;;;;;;;;;;
GT LOGISTICS.02;Cadeaux naissance;496759;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;01/02/2016;Location longue durée;STILL;EXU-SF 20;GT LOGISTICS;;01/02/2016;F20179F00534;;;;;;;;;;;
GT LOGISTICS.02;NOGENT LE PHAYE;496762;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR ACCOMPAGNANT;;04/10/2016;Location longue durée;YALE;MP16;GT LOGISTICS;;01/01/2016;A428T03629P;;;;;;;;;;;
GT LOGISTICS.02;NOGENT LE PHAYE;496763;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR ACCOMPAGNANT;;04/10/2016;Location longue durée;YALE;MP16;GT LOGISTICS;;01/01/2016;A428T03628P;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;496888;CHARIOT FRONTAL;CHARIOT ELEVATEUR <2.5T;;17/10/2016;Location longue durée;YALE;GDP25VX;GT LOGISTICS;;16/10/2016;B875B26557M;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;496890;ENGIN BTP;CHARGEUSE;;02/11/2016;Location longue durée;CATERPILLAR;926M;;;16/10/2016;0LTE02415;;;;;;;;;;;
GT LOGISTICS.02;PSA Sochaux;496892;CHARIOT FRONTAL;CHARIOT ELEVATEUR 2.5T<à<5T;;24/03/2016;Mise à disposition;CATERPILLAR;EP50;APROLIS FINANCE;;12/02/2016;6137;;;;;;;;;;;
GT LOGISTICS.02;PSA Sochaux;496893;CHARIOT FRONTAL;CHARIOT ELEVATEUR 2.5T<à<5T;;24/03/2016;Mise à disposition;CATERPILLAR;EP50;APROLIS FINANCE;;12/02/2016;6138;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;496990;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;01/12/2015;Location longue durée;BT;LWE160;TOYOTA MATERIAL HANDLING;;01/11/2015;6397401;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;496991;CHARIOT FRONTAL;CHARIOT ELEVATEUR <2.5T;;01/12/2016;Location longue durée;BT;8FBET16;TOYOTA MATERIAL HANDLING;;01/11/2016;11266;;;;;;;;;;;
GT LOGISTICS.02;NTN SAINT VULBAS;496997;ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;;06/10/2016;Location longue durée;BT;SWE080L;TOYOTA MATERIAL HANDLING;;01/10/2016;6390368;;;;;;;;;;;
GT LOGISTICS.02;NTN SAINT VULBAS;496998;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;06/10/2016;Location longue durée;BT;OSE100;TOYOTA MATERIAL HANDLING;;01/01/2016;6353717;;;;;;;;;;;
GT LOGISTICS.04;CECA FEUCHY;496999;CHARIOT FRONTAL;CHARIOT ELEVATEUR <2.5T;;01/01/2016;Mise à disposition;NISSAN;FD02A250;;;01/01/2016;FD02E712403;;;;;;;;;;;
GT LOGISTICS.04;CECA FEUCHY;497000;CHARIOT FRONTAL;CHARIOT ELEVATEUR <2.5T;2,5;01/01/2016;Mise à disposition;HYSTER;H2.5FT;;;01/01/2012;L177B38133K;;;;;;;;;;;
GT LOGISTICS.04;CECA FEUCHY;497001;CHARIOT FRONTAL;CHARIOT ELEVATEUR <2.5T;2,5;01/01/2016;Mise à disposition;HYSTER;H2.5FT;;;01/01/2012;L177B38136K;;;;;;;;;;;
GT LOGISTICS.04;CECA FEUCHY;497002;CHARIOT FRONTAL;CHARIOT ELEVATEUR <2.5T;2,5;01/01/2016;Mise à disposition;HYSTER;H2.5FT;;;01/01/2012;L177B38138K;;;;;;;;;;;
GT LOGISTICS.04;CECA FEUCHY;497003;CHARIOT FRONTAL;CHARIOT ELEVATEUR <2.5T;2,5;01/01/2016;Mise à disposition;HYSTER;H2.5FT;;;01/01/2012;L177B38141K;;;;;;;;;;;
GT LOGISTICS.04;CECA FEUCHY;497004;ENGIN TRACTION;TRACTEUR INDUSTRIEL;;01/01/2016;Mise à disposition;JOHN DEERE;5315 CS3;;;01/01/2007;ATCSCAB206258;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL TOULOUSE;497006;CHARIOT FRONTAL;CHARIOT ELEVATEUR 2.5T<à<5T;;13/01/2016;Location longue durée;BT;8FBET15;;;01/01/2016;17095;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL TOULOUSE;497007;CHARIOT FRONTAL;CHARIOT ELEVATEUR 2.5T<à<5T;;13/01/2016;Location longue durée;BT;8FBET15;;;01/01/2016;17088;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL TOULOUSE;497008;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;13/01/2016;Location longue durée;BT;RRE140;;;01/01/2016;6409389;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL TOULOUSE;497009;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;13/02/2016;Location longue durée;BT;LPE200;;;01/01/2016;6402107;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL TOULOUSE;497011;ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;;13/01/2016;Location longue durée;BT;SWE080L;;;01/01/2016;6401954;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL TOULOUSE;497012;ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;;13/01/2016;Location longue durée;BT;SWE080L;;;01/01/2016;6401955;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL TOULOUSE;497013;ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR AUTOPORTE;;04/03/2016;Location longue durée;BT;SPE140L;;;01/01/2016;6407511;;;;;;;;;;;
