﻿Filiale;site;n° parc GT;Categorie vehicule;Souscategorie vehicule;Poids;Date mise en service;Mode acquisition;Marque;Modele;Fournisseur;Immatriculation;Date 1ere immatriculation;Num serie;Commentaires;Ptac;Ptr;Puissance fiscale;Genre;;;;;;
GT LOGISTICS.06;CONTINENTAL TOULOUSE;497014;ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR AUTOPORTE;;04/03/2016;Location longue durée;BT;SPE200;;;01/01/2016;6409356;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;497020;ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;;01/09/2016;Mise à disposition;OMG;CHARIOT;;;01/09/2016;72693010010;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;497021;CHARIOT FRONTAL;CHARIOT ELEVATEUR <2.5T;;01/09/2016;Mise à disposition;CHARLATTE;TE206;;;01/09/2016;2060460;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;497022;CHARIOT FRONTAL;CHARIOT ELEVATEUR <2.5T;;01/09/2016;Mise à disposition;CHARLATTE;TE206;;;01/09/2016;2060267;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;497026;CHARIOT FRONTAL;CHARIOT ELEVATEUR <2.5T;;01/09/2016;Mise à disposition;HYSTER;J2.5XN-717;;;01/09/2016;A276B02957K;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;497027;CHARIOT FRONTAL;CHARIOT ELEVATEUR <2.5T;;01/09/2016;Mise à disposition;HYSTER;J2.5XN-717;;;01/09/2016;A276B02958K;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;497028;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;01/09/2016;Mise à disposition;HYSTER;R2.0;;;01/09/2016;C435T08785K;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;497029;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;03/02/2017;Location longue durée;BT;LPE240;TOYOTA MATERIAL HANDLING;;03/02/2017;6473021;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;497040;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;03/02/2017;Location longue durée;BT;RRE160;TOYOTA MATERIAL HANDLING;;03/02/2017;6477202;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;497264;CHARIOT FRONTAL;CHARIOT ELEVATEUR 5T<à<=9T;;26/06/2017;Achat neuf;YALE;GDP50VX;VIVIER;;01/06/2017;K813B02271R;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;497266;CHARIOT FRONTAL;CHARIOT ELEVATEUR 5T<à<=9T;;07/06/2017;Location longue durée;MANITOU;M100D S1 3D;JEAN BART LOCATION;;01/06/2017;871235;;;;;;;;;;;
GT LOGISTICS.03;LIDL;497487;ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR AUTOPORTE;;04/12/2017;Location longue durée;BT;SPE200;TOYOTA MATERIAL HANDLING;;01/01/2017;6544072;;;;;;;;;;;
GT LOGISTICS.03;LIDL;497488;ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR AUTOPORTE;;04/12/2017;Location longue durée;BT;SPE200;TOYOTA MATERIAL HANDLING;;01/01/2017;6544071;;;;;;;;;;;
GT LOGISTICS.03;PSA Versailles;497618;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;03/01/2018;Mise à disposition;STILL;R60-25;;;03/01/2018;516043002114;;;;;;;;;;;
GT LOGISTICS.03;PSA Versailles;497619;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;03/01/2018;Mise à disposition;STILL;R50-15 SAXBY;;;03/01/2018;50344676;;;;;;;;;;;
GT LOGISTICS.03;PSA Versailles;497620;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;03/01/2018;Mise à disposition;STILL;R50-10;;;03/01/2018;50320225;;;;;;;;;;;
GT LOGISTICS.02;NTN SAINT VULBAS;497643;ENGIN MAGASINAGE;CHARIOT NACELLE;;01/12/2017;Mise à disposition;BT;OP1000 HSE;TOYOTA MATERIAL HANDLING;;01/12/2017;6155079;;;;;;;;;;;
GT LOGISTICS.02;PSA Sochaux;497647;CHARIOT FRONTAL;CHARIOT ELEVATEUR 2.5T<à<5T;;30/10/2017;Mise à disposition;CATERPILLAR;EP50;APROLIS FINANCE;;01/01/2017;6271;;;;;;;;;;;
GT LOGISTICS.02;PSA Sochaux;497648;CHARIOT FRONTAL;CHARIOT ELEVATEUR 2.5T<à<5T;;30/10/2017;Mise à disposition;CATERPILLAR;EP50;APROLIS FINANCE;;01/01/2017;6272;;;;;;;;;;;
GT LOGISTICS.02;NTN SAINT VULBAS;497649;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;01/12/2017;Mise à disposition;BT;A RENSEIGNER;TOYOTA MATERIAL HANDLING;;01/12/2017;508027;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;497652;CHARIOT FRONTAL;CHARIOT ELEVATEUR <2.5T;;19/11/2017;Mise à disposition;JUNGHEINRICH;P992F;;;15/03/2017;FN532392;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;497653;CHARIOT FRONTAL;CHARIOT ELEVATEUR <2.5T;;14/03/2017;Mise à disposition;CHARLATTE;P60Z;;;15/03/2017;G1X126U00573;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;497654;CHARIOT FRONTAL;CHARIOT ELEVATEUR <2.5T;;19/11/2017;Mise à disposition;CHARLATTE;APROLIS;;;15/03/2017;C273/TO075;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;497655;ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;;19/11/2017;Mise à disposition;OMG;CHARIOT;;;15/03/2017;90532714;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;497656;CHARIOT FRONTAL;CHARIOT ELEVATEUR <2.5T;;19/11/2017;Mise à disposition;JUNGHEINRICH;FN534172;;;15/03/2017;EFG425470DZ;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;497657;ENGIN MAGASINAGE;CHARIOT RETRACTABLE;;19/11/2017;Mise à disposition;JUNGHEINRICH;6-0116G-EU;;;15/03/2017;BA145910;;;;;;;;;;;
GT LOGISTICS.03;LIDL;497658;CHARIOT FRONTAL;CHARIOT ELEVATEUR 2.5T<à<5T;;31/10/2016;Location longue durée;TOYOTA;8FBET18;TOYOTA MATERIAL HANDLING;;06/08/2015;8FBE18T-10620 ;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL FOIX;497662;ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR ACCOMPAGNANT;;11/12/2017;Location longue durée;BT;SWE120;;;01/01/2017;6539161;;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL FOIX;497663;ENGIN MAGASINAGE;GERBEUR A CONDUCTEUR AUTOPORTE;;11/12/2017;Location longue durée;BT;SPE125;;;01/01/2017;6542769;;;;;;;;;;;
GT LOGISTICS.08;PSA Vesoul Condi;497790;CHARIOT FRONTAL;CHARIOT ELEVATEUR <2.5T;;13/12/2017;Mise à disposition;FENWICK;E16C;PSA Vesoul;;01/01/2013;L1134;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;497808;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;06/03/2018;Location longue durée;BT;OSE100 ;TOYOTA MATERIAL HANDLING;;01/01/2018;6397790;;;;;;;;;;;
GT LOGISTICS.02;NTN CRAN GEVRIER;497809;ENGIN MAGASINAGE;PREPARATEUR DE COMMANDE;;06/03/2018;Location longue durée;BT;OSE120CB;TOYOTA MATERIAL HANDLING;;01/01/2018;6009404;;;;;;;;;;;
GT LOGISTICS.03;PSM Thiollet;497909;CHARIOT FRONTAL;CHARIOT ELEVATEUR 2.5T<à<5T;;25/06/2018;Location longue durée;FENWICK;H50D;;;27/12/2012;H2X394C04029;Reprise contrat en cours;;;;;;;;;;
GT LOGISTICS.03;PSM Thiollet;497910;CHARIOT FRONTAL;CHARIOT ELEVATEUR 2.5T<à<5T;;25/06/2018;Location longue durée;FENWICK;H50D;;;27/12/2012;H2X394C04091;Reprise contrat en cours;;;;;;;;;;
GT LOGISTICS.03;PSM Thiollet;497911;CHARIOT FRONTAL;CHARIOT ELEVATEUR 5T<à<=9T;;25/06/2018;Location longue durée;FENWICK;H60D;;;A compléter;H2X396D00016;Reprise contrat en cours;;;;;;;;;;
GT LOGISTICS.06;CONTINENTAL TOULOUSE;497926;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;13/02/2016;Location longue durée;BT;LPE200;;;01/01/2016;6401894;;;;;;;;;;;
GT LOGISTICS.03;PSM Thiollet;497912;ENGIN BTP;CHARGEUSE;;25/06/2018;Location longue durée;CATERPILLAR;914M;;;01/08/2017;H2400227;Reprise contrat en cours;;;;;;;;;;
GT LOGISTICS.03;PSM Thiollet;497913;ENGIN BTP;CHARGEUSE;;25/06/2018;Location longue durée;CATERPILLAR;938H;;;01/12/2008;JKLM000295;Reprise contrat en cours;;;;;;;;;;
GT LOGISTICS.03;SAFRAN SED FOUGERES;497914;ENGIN MAGASINAGE;TRANSPALETTE A CONDUCTEUR AUTOPORTE;;16/04/2018;Mise à disposition;A définir;non communiqué;;;non communiqué;P1144752;;;;;;;;;;;
GT LOGISTICS.03;SAFRAN SED FOUGERES;497915;CHARIOT FRONTAL;CHARIOT ELEVATEUR <2.5T;;16/04/2018;Mise à disposition;A définir;non communiqué;;;non communiqué;VOIR SYLVAIN GUERLEE;;;;;;;;;;;
GT LOGISTICS.02;PSA Sochaux;497916;CHARIOT FRONTAL;CHARIOT ELEVATEUR 2.5T<à<5T;;06/06/2018;Mise à disposition;CATERPILLAR;EP50;APROLIS FINANCE;;01/01/2015;6239;;;;;;;;;;;
GT LOGISTICS.02;PSA Sochaux;497917;CHARIOT FRONTAL;CHARIOT ELEVATEUR 2.5T<à<5T;;06/06/2018;Mise à disposition;CATERPILLAR;EP50;APROLIS FINANCE;;01/01/2017;6278;;;;;;;;;;;
GT LOGISTICS.06;PRYSMIAN;497918;CHARIOT FRONTAL;CHARIOT ELEVATEUR 2.5T<à<5T;;16/02/2018;Mise à disposition;CATERPILLAR ;GP25NTD ;;;non communiqué;CT17E-53774;Pas de convention;;;;;;;;;;
GT LOGISTICS.06;PRYSMIAN;497919;CHARIOT FRONTAL;CHARIOT ELEVATEUR 2.5T<à<5T;;16/02/2018;Mise à disposition;CATERPILLAR;GP25NTD ;;;non communiqué;CT17E-53776;Pas de convention;;;;;;;;;;
GT LOGISTICS.06;PRYSMIAN;497920;CHARIOT FRONTAL;CHARIOT ELEVATEUR 2.5T<à<5T;;16/02/2018;Mise à disposition;CATERPILLAR;GP50NTD ;;;non communiqué;CT33D-50011;Pas de convention;;;;;;;;;;
GT LOGISTICS.06;PRYSMIAN;497921;CHARIOT FRONTAL;CHARIOT ELEVATEUR 2.5T<à<5T;;16/02/2018;Mise à disposition;CATERPILLAR;GP50NTD ;;;non communiqué;CT33D-50010;Pas de convention;;;;;;;;;;
GT LOGISTICS.06;PRYSMIAN;497922;CHARIOT FRONTAL;CHARIOT ELEVATEUR 2.5T<à<5T;;16/02/2018;Mise à disposition;CATERPILLAR;KBO POR0130 ;;;non communiqué;POR309350;Pas de convention;;;;;;;;;;
GT LOGISTICS.06;PRYSMIAN;497923;CHARIOT FRONTAL;CHARIOT ELEVATEUR 2.5T<à<5T;;16/02/2018;Mise à disposition;CATERPILLAR;KBO POR0130 ;;;non communiqué;POR309351;Pas de convention;;;;;;;;;;
GT LOGISTICS.06;PRYSMIAN;497924;CHARIOT FRONTAL;CHARIOT ELEVATEUR 2.5T<à<5T;;16/02/2018;Mise à disposition;CATERPILLAR;KBO POR0264 ;;;non communiqué;POR309353;Pas de convention;;;;;;;;;;
GT LOGISTICS.06;PRYSMIAN;497925;CHARIOT FRONTAL;CHARIOT ELEVATEUR 2.5T<à<5T;;16/02/2018;Mise à disposition;CATERPILLAR;KBO PRO0264 ;;;non communiqué;POR309352;Pas de convention;;;;;;;;;;
GT LOGISTICS.01;GT Santé;500106;REMORQUE;CAISSE MOBILE;;05/11/2002;Achat neuf;LAHITTE;;GT LOGISTICS.01;;05/11/2002;;Flotte ASS PL;0;0;0;CMOB;;;;;;
GT LOGISTICS.01;EUTHANASIE VOLAILLES;500109;REMORQUE;CAISSE MOBILE;;05/11/2002;Achat neuf;LAHITTE;;GT LOGISTICS.01;CAISSE MOBILE;05/11/2002;;Flotte ASS PL;0;0;0;CMOB;;;;;;
GT LOGISTICS.01;EUTHANASIE VOLAILLES;500229;REMORQUE;CAISSE MOBILE;;01/12/2008;Achat neuf;MICODAN;;GT LOGISTICS.01;CAISSE MICODAN;01/12/2008;;Flotte ASS PL;0;0;0;CMOB;;;;;;
GT LOGISTICS.01;EUTHANASIE VOLAILLES;500230;REMORQUE;CAISSE MOBILE;;01/12/2008;Achat neuf;MICODAN;;GT LOGISTICS.01;CAISSE MICODAN;01/12/2008;;Flotte ASS PL;0;0;0;CMOB;;;;;;
GT LOGISTICS.07;RATIER-FIGEAC;600063;REMORQUE;REMORQUE INDUSTRIELLE;;13/06/2005;Achat neuf;DAUDIN;A RENSEIGNER;GT LOGISTICS;;13/06/2005;;;;;;;;;;;;
GT LOGISTICS.07;RATIER-FIGEAC;600064;REMORQUE;REMORQUE INDUSTRIELLE;;13/06/2005;Achat neuf;DAUDIN;A RENSEIGNER;GT LOGISTICS;;13/06/2005;;;;;;;;;;;;
GT LOGISTICS.07;RATIER-FIGEAC;600099;REMORQUE;REMORQUE INDUSTRIELLE;;01/01/2010;Achat neuf;DAUDIN;A RENSEIGNER;GT LOGISTICS (non fact);;01/01/2010;;;;;;;;;;;;
GT LOGISTICS.07;RATIER-FIGEAC;600100;REMORQUE;REMORQUE INDUSTRIELLE;;01/01/2010;Achat neuf;DAUDIN;A RENSEIGNER;GT LOGISTICS (non fact);;01/01/2010;;;;;;;;;;;;
GT LOGISTICS.07;RATIER-FIGEAC;600107;REMORQUE;REMORQUE INDUSTRIELLE;;01/01/2010;Achat neuf;DAUDIN;A RENSEIGNER;GT LOGISTICS (non fact);;01/07/2010;440-10-03M;;;;;;;;;;;
GT LOGISTICS.05;SMURFIT;600115;ENGIN TRACTION;LOCOTRACTEUR;;01/04/2006;Achat neuf;EUROTRACT;LOCOTRACTEUR;GT LOGISTICS (non fact);LOCOTRACTEUR;01/04/2006;ANCIEN400298;;;;;;;;;;;
GT LOGISTICS.04;RTA Dunkerque;600116;ENGIN TRACTION;LOCOTRACTEUR;;01/01/2011;Achat neuf;ZEPHIR;E2000;FRANCETRUCK;;01/01/2011;2351;;;;;;;;;;;
GT LOGISTICS.04;ARIANEGROUP Le Haillan;600173;REMORQUE;REMORQUE INDUSTRIELLE;;08/11/2013;Achat neuf;DAUDIN;A RENSEIGNER;FRANCETRUCK;;01/11/2013;à renseigner;;;;;;;;;;;
GT LOGISTICS.04;ARKEMA MONT;600202;REMORQUE;REMORQUE INDUSTRIELLE;;10/08/2015;Achat neuf;FENWICK;MS1430;GT LOGISTICS;;10/08/2015;66/07/15 01;;;;;;;;;;;
GT LOGISTICS.04;ARKEMA MONT;600203;REMORQUE;REMORQUE INDUSTRIELLE;;10/08/2015;Achat neuf;FENWICK;MS1430;GT LOGISTICS;;10/08/2015;66/07/15 02;;;;;;;;;;;
GT LOGISTICS.04;ARKEMA MONT;600204;REMORQUE;REMORQUE INDUSTRIELLE;;10/08/2015;Achat neuf;FENWICK;MS1430;GT LOGISTICS;;10/08/2015;66/07/15 03;;;;;;;;;;;
GT LOGISTICS.04;ARKEMA MONT;600205;REMORQUE;REMORQUE INDUSTRIELLE;;10/08/2015;Achat neuf;FENWICK;MS1430;GT LOGISTICS;;10/08/2015;66/07/15 04;;;;;;;;;;;
GT LOGISTICS.04;ARKEMA MONT;600206;REMORQUE;REMORQUE INDUSTRIELLE;;10/08/2015;Achat neuf;FENWICK;MS1430;GT LOGISTICS;;10/08/2015;21/04/2015;;;;;;;;;;;
GT LOGISTICS.03;AIA;680141;VOITURE;VEHICULE DE SERVICE;;05/02/2012;Achat occasion;ELV;;GT LOGISTICS.03;BH235NQ;05/02/2012;;Flotte VéH. Sce;1,5;1,7;2;QM;;;;;;
GT LOGISTICS.04;CECA FEUCHY;690234;REMORQUE;REMORQUE INDUSTRIELLE;;01/01/2016;Mise à disposition;MILOCO;MS11142400000001;;;01/01/2009;0003003091;;;;;;;;;;;
GT LOGISTICS.04;CECA FEUCHY;690235;REMORQUE;REMORQUE INDUSTRIELLE;;01/01/2016;Mise à disposition;MILOCO;MS11142400000001;;;01/01/2009;0003003092;;;;;;;;;;;
GT LOGISTICS.04;CECA FEUCHY;690236;REMORQUE;REMORQUE INDUSTRIELLE;;01/01/2016;Mise à disposition;MILOCO;MS11142400000001;;;01/01/2009;0003003093;;;;;;;;;;;
GT LOGISTICS.04;CECA FEUCHY;690237;REMORQUE;REMORQUE INDUSTRIELLE;;01/01/2016;Mise à disposition;MILOCO;MS11142400000001;;;01/01/2009;0003003094;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;690238;REMORQUE;REMORQUE INDUSTRIELLE;;01/09/2016;Mise à disposition;PSA;SUR MESURE;;;01/09/2016;900173822;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;690239;REMORQUE;REMORQUE INDUSTRIELLE;;01/09/2016;Mise à disposition;PSA;SUR MESURE;;;01/09/2016;900173821;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;690240;REMORQUE;REMORQUE INDUSTRIELLE;;01/09/2016;Mise à disposition;PSA;SUR MESURE;;;01/09/2016;900173826;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;690241;REMORQUE;REMORQUE INDUSTRIELLE;;01/09/2016;Mise à disposition;PSA;SUR MESURE;;;01/09/2016;900173825;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;690242;REMORQUE;REMORQUE INDUSTRIELLE;;01/09/2016;Mise à disposition;PSA;SUR MESURE;;;01/09/2016;900173823;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;690243;REMORQUE;REMORQUE INDUSTRIELLE;;01/09/2016;Mise à disposition;SMAN; ;;;01/09/2016;JAUNE;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;690244;REMORQUE;REMORQUE INDUSTRIELLE;;01/09/2016;Mise à disposition;SMAN;BLEU;;;01/09/2016;BLEU;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;690245;REMORQUE;REMORQUE INDUSTRIELLE;;01/09/2016;Mise à disposition;SMAN;BLEU;;;01/09/2016;BLEU;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;690246;REMORQUE;REMORQUE INDUSTRIELLE;;01/09/2016;Mise à disposition;SMAN;BLEU;;;01/09/2016;BLEU;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;690255;REMORQUE;REMORQUE INDUSTRIELLE;;19/11/2017;Mise à disposition;PSA;SUR MESURE;;;01/01/2017;848069;;;;;;;;;;;
GT LOGISTICS.02;PSA POLARIS;690256;REMORQUE;REMORQUE INDUSTRIELLE;;19/11/2017;Mise à disposition;PSA;SUR MESURE;;;01/01/2017;CU 6T 98;;;;;;;;;;;
GT LOGISTICS.02;NOGENT LE PHAYE;800429;CAMION ET CAMIONNETTE;VEHICULE UTILITAIRE;;06/03/2009;Achat neuf;CITROEN;;;5247WZ28;06/03/2009;;Flotte ASS PL;3;5;7;CTTE;;;;;;
GT LOGISTICS.01;CEA Cesta;800430;CAMION ET CAMIONNETTE;VEHICULE UTILITAIRE;;23/03/2009;Achat neuf;PEUGEOT;;GT LOGISTICS.01;5148VQ33;23/03/2009;;Flotte ASS PL;2,661;4,333;5;CTTE;;;;;;
GT LOGISTICS.01;CEA Cesta;800431;CAMION ET CAMIONNETTE;VEHICULE UTILITAIRE;;23/03/2009;Achat neuf;PEUGEOT;;GT LOGISTICS.01;5149VQ33;23/03/2009;;Flotte ASS PL;2,661;4,333;5;CTTE;;;;;;
GT LOGISTICS.01;CEA Cesta;800438;CAMION ET CAMIONNETTE;VEHICULE UTILITAIRE;;04/11/2009;Achat neuf;CITROEN;;GT LOGISTICS.01;AE188RV;04/11/2009;;Flotte ASS PL;3,5;6,5;7;CTTE;;;;;;
GT LOGISTICS.01;CEA Cesta;800589;CAMION ET CAMIONNETTE;VEHICULE DE SERVICE;;20/12/2012;Achat neuf;PEUGEOT;;GT LOGISTICS.01;CP573DK;20/12/2012;;Flotte ASS PL;2,661;4,333;5;CTTE;;;;;;
GT LOGISTICS.04;ARIANEGROUP Le Haillan;800590;CAMION ET CAMIONNETTE;VEHICULE UTILITAIRE;;20/12/2012;Achat neuf;PEUGEOT;;;CP659DK;20/12/2012;;;3,5;6;7;CTTE;;;;;;
GT LOGISTICS.04;ARIANEGROUP Le Haillan;800591;CAMION ET CAMIONNETTE;VEHICULE UTILITAIRE;;20/12/2012;Achat neuf;PEUGEOT;;;CP678DK;20/12/2012;;;3,5;6;7;CTTE;;;;;;
GT LOGISTICS.01;GT Santé;800687;CAMION ET CAMIONNETTE;VEHICULE DE SERVICE;;25/09/2014;Achat neuf;RENAULT;;GT LOGISTICS.01;DK420KL;25/09/2014;;Flotte ASS PL;1,651;2,551;6;CTTE;;;;;;
GT LOGISTICS.04;ARIANEGROUP Le Haillan;800718;VOITURE;VEHICULE DE SERVICE;;29/12/2014;Achat neuf;RENAULT;;GT LOGISTICS.04;DM690XY;29/12/2014;;Flotte VéH. Sce;1,651;2,551;6;CTTE;;;;;;
GT LOGISTICS.01;GT Santé;800761;CAMION ET CAMIONNETTE;VEHICULE DE SERVICE;;21/01/2016;Achat neuf;PEUGEOT;;GT LOGISTICS.01;DZ728BC;21/01/2016;;Flotte ASS PL;3,205;1,805;46;VP;;;;;;
GT LOGISTICS.02;PSA POLARIS;800804;VOITURE;VEHICULE DE SERVICE;;16/11/2016;Achat neuf;PEUGEOT;;;EG520TN;16/11/2016;;Utilisateur : Véh. Sce - Flotte ASS VF;1,635;2,295;4;VP;;;;;;
GT LOGISTICS.01;GT Santé;800888;VOITURE;Minibus;;17/10/2017;Achat neuf;PEUGEOT;;GT LOGISTICS.01;ER441HG;17/10/2017;;Flotte ASS PL;2,74;4,08;6;VP;;;;;;
GT LOGISTICS.01;CEA Cesta;880483;CAMION ET CAMIONNETTE;VEHICULE UTILITAIRE;;24/04/2007;Achat occasion;CITROEN;;GT LOGISTICS.01;AZ431QC;24/04/2007;;Flotte ASS PL;2,661;4,333;5;CTTE;;;;;;
GT LOGISTICS.03;AIA;880534;CAMION ET CAMIONNETTE;VEHICULE DE SERVICE;;29/01/2007;Achat occasion;PEUGEOT;;GT LOGISTICS.03;BT736RC;29/01/2007;;Flotte ASS PL;2,661;4,333;5;CTTE;;;;;;
GT LOGISTICS.04;RTA Dunkerque;880536;CAMION ET CAMIONNETTE;VEHICULE UTILITAIRE;;11/03/2008;Achat occasion;CITROEN;;GT LOGISTICS.04;BV155XW;11/03/2008;;Flotte VéH. Sce;1,73;2,83;6;CTTE;;;;;;
GT LOGISTICS.04;TRIMET;880604;CAMION ET CAMIONNETTE;VEHICULE UTILITAIRE;;03/05/2010;Achat occasion;PEUGEOT;;GT LOGISTICS.04;AR306MP;03/05/2010;;Flotte VéH. Sce;1,805;2,855;7;CTTE;;;;;;
GT LOGISTICS.06;CONTINENTAL FOIX;890688;VOITURE;VEHICULE DE SERVICE;;14/10/2014;Location longue durée;RENAULT;;GT LOGISTICS.06;DK047YK;14/10/2014;;Flotte VéH. Sce;1,651;2,551;6;CTTE;;;;;;
GT LOGISTICS;Bassens;980821;VOITURE;VEHICULE DE FONCTION;;19/10/2016;Achat occasion;BMW;Série3;GT LOGISTICS;EG081CF;19/10/2016;;Utilisateur : E.SARRAT - Flotte ASS PL;2,41;4,51;16;VP;;;;;;
GT LOGISTICS.02;Angers;990730;VOITURE;VEHICULE DE FONCTION;;29/06/2015;Location longue durée;PEUGEOT;;ALD;DS585XA;29/06/2015;;Utilisateur : B. SEMENSATIS - Flotte ASS VF;2,005;3,205;6;VP;;;;;;
GT LOGISTICS;Bassens;990762;VOITURE;VEHICULE DE FONCTION;;05/01/2016;Location longue durée;BMW;Serie3;ALPHABET;DY569RD;05/01/2016;;Utilisateur : B. LEGOUEIX - Flotte ASS VS;2,12;3,99;8;VP;;;;;;
GT LOGISTICS;Bassens;990788;VOITURE;VEHICULE DE FONCTION;;22/06/2016;Location longue durée;RENAULT;Mégane;Arval;ED-138-GV;22/06/2016;;Utilisateur : TOUGAYERE - Flotte Ass VF;1,848;3,148;5;VP;;;;;;
GT LOGISTICS;Bassens;990789;VOITURE;VEHICULE DE FONCTION;;25/08/2016;Location longue durée;RENAULT;Mégane;Arval;EE183TS;25/08/2016;;Utilisateur : V.COTTEN - Flotte ASS VF;1,848;3,148;5;VP;;;;;;
GT LOGISTICS;Bassens;990791;VOITURE;VEHICULE DE FONCTION;;18/08/2016;Location longue durée;MERCEDES;GLA;Arval;EE521QW;18/08/2016;;Utilisateur : F.FERRANDON - Flotte ASS VF;2,05;3,565;7;VP;;;;;;
GT LOGISTICS.02;NOGENT LE PHAYE;990793;VOITURE;VEHICULE DE FONCTION;;02/11/2015;Location longue durée;MERCEDES;;ALD;DX074BM;02/11/2015;;Utilisateur : P. MADELAIN - Flotte ASS VF;1,875;3,15;7;VP;;;;;;
GT LOGISTICS;Bassens;990910;VOITURE;VEHICULE DE FONCTION;;30/01/2018;Location longue durée;PEUGEOT;3008;Arval;ET621RQ;30/01/2018;;Utilisateur : S.GOURSAUD - Flotte ASS VF;1,25;3,31;;VP;;;;;;
GT LOGISTICS;Bassens;990911;VOITURE;VEHICULE DE FONCTION;;21/03/2018;Location longue durée;PEUGEOT;308;Arval;EV966XT;21/03/2018;;Utilisateur : O. ISSANCHOU - Flotte ASS VS;1,73;3,03;6;VP;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
